,Techie,Tenure,MonthlyCharge,Male,One_year,Two_year
613,0,2.62036784,159.965008,0.0,1.0,0.0
4757,0,5.192447,217.4702,1.0,0.0,0.0
642,0,14.02310297,204.961033,1.0,0.0,0.0
6746,1,67.32648,179.9656,0.0,1.0,0.0
1,1,1.156680997,242.632554,0.0,0.0,0.0
5775,0,65.70769,265.1283,0.0,1.0,0.0
5042,0,65.90363,184.967,0.0,0.0,0.0
7382,0,54.28465,169.9447,0.0,0.0,0.0
8221,0,55.04679,235.1555,0.0,0.0,0.0
9866,1,40.41527,230.1051,1.0,0.0,0.0
6477,0,69.02836,174.9882,1.0,0.0,0.0
9485,0,68.30856,184.9496,1.0,0.0,1.0
6556,0,70.52836,210.1518,0.0,0.0,0.0
9522,0,60.33663,275.1198,0.0,0.0,0.0
1074,0,4.898445616,187.609354,0.0,0.0,1.0
2136,0,2.465822,242.6326,0.0,0.0,0.0
2719,1,6.472433,182.49,1.0,0.0,0.0
1599,1,3.195246168,144.960655,1.0,0.0,0.0
1772,0,2.693860703,240.114868,1.0,0.0,0.0
2208,0,7.394788,265.1283,1.0,0.0,0.0
7272,0,67.66242,129.9926,1.0,0.0,0.0
8014,0,40.80483,162.4653,1.0,0.0,0.0
4181,0,4.892174,152.4798,1.0,0.0,0.0
9707,0,53.9011,144.9607,0.0,0.0,0.0
7088,0,49.26311,162.4833,0.0,0.0,1.0
7583,0,39.71501,157.4836,0.0,0.0,0.0
8784,0,71.26615,112.4551,0.0,0.0,1.0
4924,0,7.704074,174.9744,1.0,0.0,0.0
3168,1,22.60375,187.4673,0.0,0.0,0.0
7840,0,40.73055,204.9496,0.0,0.0,0.0
8315,0,63.96787,162.5007,0.0,0.0,0.0
8296,0,67.83633,114.9728,0.0,0.0,0.0
9250,0,62.67099,169.9378,0.0,0.0,0.0
9340,0,59.6499,245.1283,1.0,0.0,0.0
5292,0,64.56659,149.9707,0.0,0.0,1.0
5711,0,66.19811,149.9741,1.0,0.0,1.0
5090,0,51.31462,257.6375,1.0,1.0,0.0
1765,0,1.042724425,184.961033,0.0,0.0,0.0
7180,0,58.8721,157.4836,0.0,0.0,0.0
435,1,11.50651216,149.962093,1.0,0.0,0.0
983,1,12.51401968,187.609354,0.0,1.0,0.0
3322,0,7.348682,240.1149,0.0,0.0,0.0
4431,0,8.454096,107.482,0.0,0.0,0.0
917,0,3.679255472,142.485486,1.0,0.0,0.0
1819,1,10.27742832,184.978458,0.0,0.0,1.0
9539,0,66.68553,139.9568,0.0,1.0,0.0
8041,1,53.62757,267.6647,0.0,0.0,1.0
3635,0,3.443373,137.4392,0.0,0.0,0.0
5150,0,71.36133,235.1591,0.0,0.0,0.0
428,0,18.46162568,152.479779,0.0,0.0,1.0
6182,0,56.01033,162.5119,1.0,0.0,0.0
6033,0,69.026,187.6094,1.0,0.0,0.0
1241,0,8.000279417,172.440432,1.0,0.0,1.0
8274,0,57.92383,124.9935,1.0,0.0,0.0
5648,0,64.19627,149.9447,0.0,0.0,0.0
785,0,9.294088005,129.99153,1.0,0.0,1.0
1223,0,5.396647294,137.468388,1.0,0.0,0.0
6697,0,40.731,242.6106,0.0,0.0,0.0
6947,0,69.03568,182.4608,1.0,0.0,0.0
574,0,6.786723844,159.964152,1.0,0.0,0.0
31,0,3.586184954,147.489301,0.0,0.0,1.0
3538,1,19.70229,247.6647,1.0,0.0,1.0
2189,1,4.275019,184.9853,0.0,0.0,0.0
9457,0,68.63549,152.509,0.0,0.0,0.0
1005,0,13.3771743,139.95684,0.0,0.0,0.0
1572,1,3.098560266,182.460772,1.0,0.0,1.0
3644,0,4.283128,149.9378,0.0,1.0,0.0
74,0,2.378630018,214.966286,1.0,0.0,0.0
4896,0,11.12081,182.497,0.0,0.0,0.0
3146,1,6.566149,192.4885,1.0,0.0,0.0
83,0,14.34766616,120.004928,1.0,0.0,0.0
2824,0,11.55831,192.4404,1.0,0.0,0.0
3856,0,21.42092,192.4404,1.0,0.0,0.0
7263,0,71.83088,104.9629,0.0,0.0,0.0
3510,0,3.155188,242.6143,1.0,0.0,0.0
1659,0,11.06628519,114.950905,0.0,0.0,1.0
5455,1,52.00223,172.4555,1.0,1.0,0.0
2092,1,5.855847,192.4404,0.0,0.0,0.0
3624,0,13.57249,175.1331,0.0,0.0,0.0
3388,0,14.08217,120.0049,1.0,0.0,0.0
2385,0,12.26499,172.4567,0.0,0.0,0.0
6926,0,42.93159,179.9656,0.0,0.0,0.0
275,0,9.517703088,255.141716,0.0,1.0,0.0
2462,0,26.15019,134.9509,0.0,0.0,1.0
1245,0,9.323157168,172.470522,0.0,0.0,0.0
6013,0,60.52991,194.9768,0.0,0.0,0.0
459,0,11.92300936,179.965581,0.0,0.0,0.0
8875,0,58.56191,207.4811,1.0,0.0,0.0
6053,0,48.02057,127.4421,0.0,0.0,1.0
2843,0,27.0293,220.1185,1.0,0.0,0.0
9642,0,70.30088,137.4392,0.0,0.0,0.0
1064,0,8.938308825,184.978458,1.0,0.0,0.0
8724,0,62.83864,129.9763,0.0,0.0,0.0
7254,0,66.54966,134.9801,1.0,0.0,0.0
7245,0,56.73616,169.9447,0.0,0.0,0.0
8762,0,62.53352,172.4624,1.0,1.0,0.0
5954,1,46.82488,162.4538,0.0,1.0,0.0
517,0,7.226076469,184.964681,0.0,0.0,0.0
4561,0,11.76248,237.6549,0.0,0.0,0.0
6204,0,47.67411,127.4958,0.0,1.0,0.0
1554,1,12.63923748,137.469817,0.0,0.0,1.0
8817,0,68.61891,162.4653,1.0,0.0,1.0
5933,1,52.66447,194.9581,0.0,1.0,0.0
7934,0,69.78016,190.127,0.0,0.0,1.0
4505,0,10.50995,114.9658,1.0,0.0,1.0
542,1,7.349620762,240.114868,1.0,0.0,0.0
2811,0,11.56278,214.9525,0.0,1.0,0.0
3848,0,2.719751,184.9939,0.0,1.0,0.0
2402,0,5.792794,129.9621,0.0,0.0,1.0
7299,0,63.43312,152.5022,1.0,1.0,0.0
1704,1,10.06145053,199.990219,1.0,0.0,0.0
7282,1,68.33384,124.9643,0.0,0.0,0.0
5146,0,62.70697,104.9781,0.0,0.0,0.0
3231,0,8.539485,182.4538,0.0,0.0,0.0
9594,0,63.3179,152.4624,1.0,0.0,0.0
8606,0,49.98309,114.9658,0.0,0.0,1.0
2983,0,10.94284,232.6415,1.0,0.0,0.0
6064,0,51.0221,175.1331,1.0,0.0,0.0
5464,0,53.04753,265.1283,1.0,0.0,1.0
493,0,15.56741347,232.622804,1.0,0.0,1.0
7624,0,62.13301,222.6326,0.0,1.0,0.0
6043,1,66.69757,242.6326,1.0,0.0,1.0
2633,0,6.554584,127.5112,1.0,0.0,1.0
3739,1,1.481306,207.6094,0.0,0.0,0.0
9155,0,60.18256,184.9785,1.0,0.0,0.0
81,1,7.832238337,169.992756,1.0,0.0,0.0
3154,0,7.194486,172.5104,0.0,0.0,1.0
3489,0,2.313262,127.4601,1.0,0.0,0.0
8436,0,55.75197,235.1417,1.0,0.0,0.0
1548,0,12.77495667,207.609354,1.0,0.0,0.0
8775,0,39.42138,127.4601,1.0,0.0,0.0
7262,0,70.6573,192.4404,0.0,0.0,1.0
1574,1,2.722761372,114.983787,0.0,0.0,1.0
9771,0,66.62554,140.0049,0.0,0.0,0.0
3398,0,8.741017,127.4958,1.0,0.0,0.0
3272,0,1.524132,207.6094,1.0,0.0,0.0
5061,0,51.20818,172.4705,0.0,0.0,0.0
3981,0,8.475773,150.0208,1.0,1.0,0.0
934,1,11.58576976,275.119794,0.0,0.0,0.0
4964,0,6.306379,162.4538,1.0,0.0,0.0
9162,0,56.37162,174.9755,0.0,0.0,0.0
1496,0,29.68889421,149.97755,0.0,0.0,0.0
9214,1,61.19516,159.9476,0.0,0.0,0.0
4986,0,8.599092,127.5067,0.0,0.0,0.0
3104,0,1.891666,172.5034,0.0,0.0,0.0
1355,0,18.88610542,82.496547,0.0,1.0,0.0
2928,0,1.200249,194.9663,0.0,1.0,0.0
3386,0,10.90461,209.9931,0.0,0.0,1.0
8485,1,66.10035,217.484,0.0,0.0,0.0
1811,0,1.884992328,179.947583,1.0,1.0,0.0
5905,0,48.31617,159.9794,0.0,0.0,0.0
5359,0,65.02121,172.4404,1.0,1.0,0.0
9923,0,58.1358,129.9483,1.0,0.0,0.0
6662,0,59.63287,202.65,1.0,0.0,1.0
4576,0,14.31807,262.6106,0.0,0.0,1.0
9270,0,67.69779,147.4564,0.0,0.0,0.0
6023,0,62.9411,115.0021,1.0,0.0,0.0
732,0,21.05353987,204.949594,0.0,0.0,0.0
9319,1,51.426,220.1185,0.0,0.0,0.0
7213,1,56.37128,192.4705,1.0,1.0,0.0
4093,0,7.462849,162.4653,1.0,0.0,0.0
6701,0,40.24438,149.9483,1.0,0.0,1.0
9143,0,64.49513,152.4579,1.0,0.0,0.0
7622,0,67.76809,114.9728,0.0,0.0,0.0
9645,0,68.95898,167.4564,0.0,0.0,1.0
7273,0,61.39024,242.6573,0.0,0.0,1.0
5237,0,50.09799,219.9902,1.0,1.0,0.0
1834,0,3.787548072,92.455141,1.0,1.0,0.0
6776,0,60.17878,192.4885,1.0,0.0,0.0
1106,0,6.867358844,207.638588,1.0,0.0,1.0
5780,0,57.67289,114.9658,1.0,0.0,1.0
1899,0,2.871999386,117.472036,0.0,0.0,0.0
6885,0,44.34553,124.9643,0.0,0.0,1.0
6683,0,53.13174,212.6415,0.0,0.0,1.0
7270,0,57.6549,149.9741,0.0,0.0,1.0
3330,0,10.00078,149.9483,1.0,0.0,0.0
1339,0,2.661961707,160.00128,1.0,0.0,0.0
1853,0,9.630236452,187.642236,1.0,1.0,0.0
208,0,4.648958177,162.511928,1.0,0.0,0.0
5732,1,63.01903,139.9349,0.0,0.0,0.0
3230,0,2.19437,124.9781,1.0,0.0,0.0
121,0,4.799514433,242.657291,1.0,1.0,0.0
9400,0,41.17585,134.9801,0.0,1.0,0.0
5703,1,66.54232,152.5022,1.0,0.0,0.0
681,0,8.886453729,127.442069,1.0,0.0,0.0
7511,0,55.06506,159.9512,0.0,0.0,1.0
8529,0,67.00862,149.9845,0.0,1.0,0.0
376,0,7.065506244,125.007314,1.0,0.0,0.0
2977,0,11.17999,172.4742,0.0,1.0,0.0
6677,1,65.34217,152.466,1.0,0.0,0.0
6895,0,60.11069,132.466,0.0,0.0,0.0
4603,1,11.3031,160.0013,0.0,0.0,0.0
9418,0,46.94705,157.4698,1.0,0.0,1.0
9021,0,70.49442,144.9889,0.0,0.0,0.0
5846,1,69.09557,149.9913,0.0,0.0,0.0
4209,0,1.070145,184.9496,1.0,0.0,0.0
1844,1,9.858971643,112.455141,1.0,0.0,1.0
7524,0,57.3854,149.9378,0.0,0.0,0.0
8715,0,69.35321,152.4624,1.0,0.0,1.0
5381,0,45.33017,139.9568,0.0,1.0,0.0
2100,0,5.459489,172.5104,0.0,1.0,0.0
2732,0,11.16116,192.4885,1.0,0.0,1.0
1683,0,15.34839938,277.651257,1.0,0.0,0.0
9856,0,64.8854,104.9643,1.0,0.0,0.0
7474,0,64.50684,149.9621,1.0,0.0,0.0
2345,0,14.95975,195.0062,0.0,0.0,0.0
9372,0,37.23531,184.967,0.0,0.0,0.0
7522,0,43.91775,92.5018,1.0,0.0,0.0
9030,0,52.37668,112.4551,0.0,0.0,0.0
9925,0,37.8337,197.4702,0.0,1.0,0.0
3754,0,7.704545,119.9568,1.0,0.0,1.0
4709,0,2.323179,187.4974,1.0,1.0,0.0
1370,1,9.941798485,149.99153,0.0,1.0,0.0
9211,1,54.67414,164.9853,0.0,0.0,0.0
6582,0,64.31709,124.9781,1.0,0.0,0.0
6542,0,69.76806,132.466,0.0,0.0,0.0
9989,0,54.37898,114.9838,0.0,0.0,0.0
6773,0,66.2177,204.9634,0.0,1.0,0.0
7571,0,60.44201,172.4567,1.0,0.0,0.0
123,0,8.156552837,187.656013,0.0,0.0,0.0
7680,1,69.97649,212.6415,0.0,0.0,0.0
1295,0,4.397705634,147.460067,0.0,0.0,0.0
7745,1,67.54816,210.138,1.0,0.0,1.0
4064,1,2.415421,265.1283,0.0,0.0,0.0
9428,0,59.1561,172.4567,0.0,0.0,0.0
8004,0,55.36779,127.4601,0.0,0.0,0.0
920,1,12.81881129,194.958118,0.0,0.0,0.0
6181,0,58.52876,184.967,0.0,1.0,0.0
2273,0,15.88923,240.1149,1.0,0.0,0.0
1526,0,12.94334524,149.944668,0.0,0.0,0.0
4281,0,3.30098,114.9658,1.0,1.0,0.0
193,0,10.25635754,174.961766,0.0,0.0,0.0
4843,0,16.57839,124.9607,0.0,0.0,0.0
9512,0,68.20701,169.9378,1.0,0.0,0.0
9127,0,49.73125,179.9794,1.0,0.0,0.0
442,1,1.171557288,182.467607,0.0,0.0,0.0
218,0,21.29342532,124.960655,0.0,0.0,1.0
2021,0,8.954465,172.4404,0.0,1.0,0.0
1837,1,5.252073829,265.128318,1.0,0.0,0.0
6326,1,71.36043,262.6106,1.0,1.0,0.0
4629,0,15.46234,179.9476,0.0,1.0,0.0
8524,0,55.49261,230.1344,1.0,0.0,0.0
4811,0,5.664023,230.1051,0.0,0.0,1.0
948,0,2.371911572,210.12704,0.0,0.0,0.0
2003,0,2.105603,129.9915,0.0,0.0,0.0
9217,0,59.01705,129.9621,1.0,1.0,0.0
6806,0,45.12287,194.9768,0.0,0.0,1.0
4523,0,7.668017,214.9525,1.0,0.0,0.0
6845,1,58.51393,252.6378,1.0,0.0,0.0
8245,0,45.93241,232.6378,0.0,1.0,0.0
2718,0,1.13143,207.4811,1.0,0.0,0.0
678,0,6.999864982,134.980139,1.0,0.0,1.0
8284,0,54.36032,132.5127,1.0,0.0,0.0
2444,0,9.248419,242.6106,1.0,0.0,0.0
3721,0,7.735821,194.9699,0.0,0.0,0.0
9557,0,60.46744,104.9643,0.0,0.0,0.0
847,0,1.078815111,142.482694,0.0,0.0,0.0
4841,0,8.71167,137.4616,1.0,0.0,0.0
4581,0,7.812114,177.6508,1.0,1.0,0.0
4880,0,6.398242,197.4702,0.0,0.0,0.0
9134,0,55.84748,140.0013,1.0,0.0,1.0
5672,0,71.04194,252.624,0.0,0.0,0.0
8299,0,57.527,92.45514,0.0,0.0,1.0
6569,0,67.76235,114.9658,0.0,0.0,0.0
2476,0,8.040278,182.49,0.0,0.0,0.0
440,0,3.364993591,245.145743,1.0,0.0,0.0
3490,0,15.36862,114.9728,0.0,0.0,0.0
2777,0,18.47356,127.4783,1.0,0.0,0.0
9466,0,55.87308,184.9853,1.0,0.0,0.0
9342,0,70.46581,232.6415,1.0,1.0,0.0
7796,0,66.8679,287.6427,1.0,0.0,0.0
3580,0,11.31189,194.9699,1.0,1.0,0.0
7994,0,63.83868,137.4684,0.0,0.0,0.0
6896,1,70.08722,149.9598,1.0,0.0,0.0
492,0,6.935335786,129.977753,1.0,0.0,0.0
3674,0,11.30129,112.4844,0.0,0.0,0.0
2542,0,29.62966,207.4811,1.0,1.0,0.0
7135,0,54.07728,95.01949,0.0,1.0,0.0
6247,0,48.16091,139.9861,1.0,0.0,0.0
7671,0,48.3857,149.9741,0.0,0.0,1.0
1789,0,3.312263064,159.951231,0.0,0.0,0.0
1873,0,2.384942381,252.62403,1.0,0.0,0.0
2655,0,16.7433,245.147,1.0,0.0,1.0
6351,0,63.72195,187.4847,0.0,0.0,1.0
1678,0,6.525380768,179.965581,0.0,1.0,0.0
5413,0,54.50776,172.4579,0.0,0.0,0.0
4796,0,7.295203,127.5112,0.0,0.0,0.0
674,0,3.525858481,159.983006,0.0,0.0,0.0
7471,1,66.94354,92.5018,0.0,0.0,0.0
6597,0,70.83916,129.9483,0.0,0.0,0.0
4692,0,14.58336,164.9889,1.0,0.0,0.0
1273,0,12.60420397,242.61428,1.0,0.0,1.0
6877,0,71.81157,92.45514,1.0,0.0,0.0
6998,0,70.69523,144.9889,1.0,1.0,0.0
2468,0,19.12428,187.6094,0.0,0.0,0.0
1121,0,3.147892285,82.496547,0.0,0.0,0.0
4169,0,10.91791,182.4676,1.0,0.0,0.0
3008,0,5.787415,169.9378,1.0,0.0,1.0
2466,0,16.39747,129.9621,1.0,0.0,0.0
9374,0,55.63584,172.4567,0.0,0.0,1.0
149,0,7.006240694,152.488401,0.0,0.0,0.0
185,0,3.521499924,147.456419,0.0,0.0,1.0
3276,0,1.190018,129.9621,0.0,0.0,1.0
2266,0,7.667371,235.1591,1.0,0.0,1.0
5583,0,63.28283,192.4404,1.0,1.0,0.0
1801,1,7.775144828,242.610632,1.0,0.0,0.0
9295,1,64.87699,174.9618,1.0,1.0,0.0
7666,1,58.172,174.9618,1.0,0.0,0.0
6967,0,56.19888,179.9476,1.0,0.0,0.0
4761,0,5.73926,184.9785,1.0,0.0,0.0
8830,0,65.66957,255.1372,1.0,0.0,0.0
3357,0,1.398734,182.447,0.0,0.0,1.0
23,0,8.543717478,149.948316,1.0,1.0,0.0
6011,0,62.21334,162.4653,1.0,0.0,0.0
9971,1,59.14016,137.4836,0.0,0.0,0.0
1915,1,12.85056526,232.622804,1.0,0.0,0.0
7938,0,47.40865,210.1563,1.0,0.0,0.0
95,0,4.672610857,245.145743,0.0,0.0,0.0
7566,0,46.92377,149.9378,0.0,0.0,0.0
3473,0,5.318865,129.9621,0.0,1.0,0.0
4737,0,9.712168,92.48802,0.0,1.0,0.0
5332,0,53.77863,127.4601,0.0,0.0,0.0
9398,1,62.2002,275.1336,1.0,0.0,1.0
6480,0,44.72714,164.9647,0.0,0.0,1.0
5524,0,64.8122,207.6094,1.0,0.0,0.0
3378,0,14.77367,137.4978,0.0,0.0,0.0
8265,0,48.9954,230.1051,1.0,0.0,0.0
1472,0,13.23888382,162.500489,0.0,0.0,0.0
3999,0,2.366635,207.6094,0.0,0.0,0.0
4814,1,7.888574,147.4783,1.0,0.0,0.0
4656,0,8.747794,207.6094,1.0,1.0,0.0
6361,0,60.46139,192.4404,1.0,0.0,0.0
6342,0,66.99471,117.4392,0.0,0.0,0.0
835,0,1.532973151,220.132293,1.0,0.0,0.0
8214,0,67.68938,232.6707,1.0,0.0,1.0
9406,1,62.31372,214.9663,0.0,0.0,1.0
3579,0,13.33383,157.4698,1.0,1.0,0.0
4497,1,12.2964,139.9875,0.0,0.0,0.0
5749,0,43.86844,152.4907,1.0,0.0,1.0
8487,0,53.24575,149.9483,0.0,0.0,1.0
9284,0,68.98754,147.4564,0.0,0.0,0.0
3338,0,8.301576,232.6228,1.0,1.0,0.0
6729,0,63.08587,217.4702,1.0,0.0,1.0
5029,0,66.77924,194.9525,0.0,0.0,1.0
2993,1,13.44855,162.4653,0.0,0.0,0.0
6231,0,45.16619,212.6415,1.0,0.0,0.0
620,0,11.38939562,242.632554,1.0,1.0,0.0
7031,1,51.38208,112.4551,1.0,1.0,0.0
6517,0,64.02167,242.6326,0.0,1.0,0.0
9020,0,65.31625,127.4887,1.0,0.0,0.0
4707,0,18.75702,167.4564,1.0,0.0,0.0
2593,1,19.26465,104.9643,0.0,0.0,0.0
5833,0,68.63236,114.9509,1.0,0.0,0.0
1195,0,7.629294031,152.488401,0.0,0.0,1.0
5203,1,69.53069,204.9797,0.0,0.0,0.0
7678,0,64.88531,182.447,0.0,0.0,0.0
4430,0,2.382538,187.6422,0.0,0.0,0.0
1396,0,17.88183906,114.965789,0.0,0.0,0.0
4491,1,7.042459,139.983,0.0,0.0,0.0
4188,1,6.783568,182.4653,1.0,0.0,0.0
1559,0,8.249941923,112.484375,1.0,0.0,1.0
1260,0,8.16762508,142.499263,1.0,0.0,0.0
9046,0,58.45672,139.9512,0.0,0.0,1.0
881,0,5.295927221,152.47417,0.0,0.0,0.0
6446,0,56.79978,137.4686,0.0,1.0,0.0
9483,0,67.74157,220.1323,0.0,0.0,0.0
5880,0,71.80429,137.4686,1.0,0.0,0.0
1320,0,5.7018635,172.462354,0.0,0.0,1.0
1026,1,12.43358232,149.948316,0.0,0.0,0.0
3214,0,9.688639,207.6094,0.0,1.0,0.0
456,0,10.5903229,175.133074,0.0,0.0,0.0
5286,0,66.47928,149.9483,1.0,1.0,0.0
5508,1,71.44192,149.9913,0.0,0.0,0.0
8792,0,66.50713,230.1344,1.0,0.0,1.0
6975,1,68.96214,194.9699,0.0,0.0,0.0
2236,0,4.970731,235.1372,0.0,0.0,1.0
2985,0,17.25514,137.4836,1.0,0.0,0.0
8277,0,71.67868,222.6143,0.0,1.0,0.0
5713,0,54.69435,257.6841,1.0,1.0,0.0
3705,0,9.19773,142.5007,0.0,0.0,0.0
5071,1,64.15566,265.1283,0.0,0.0,0.0
2663,0,4.469398,159.9942,1.0,0.0,0.0
7519,0,51.73839,182.447,1.0,1.0,0.0
9128,0,62.46483,232.6228,0.0,0.0,0.0
4779,0,1.90586,127.4958,0.0,0.0,1.0
457,0,14.68216127,159.965008,0.0,0.0,0.0
3611,0,9.349363,222.65,1.0,0.0,1.0
4161,0,5.131207,92.45514,0.0,0.0,0.0
7364,0,64.29675,255.1336,0.0,0.0,0.0
982,0,1.796688583,149.99153,0.0,0.0,0.0
9154,0,62.6237,210.1051,0.0,0.0,1.0
346,0,14.53315436,225.131966,0.0,0.0,1.0
4849,0,4.096547,119.9568,1.0,0.0,0.0
9446,0,71.48016,255.1417,0.0,1.0,0.0
5055,0,69.87041,220.1149,1.0,1.0,0.0
8241,0,55.29606,159.9349,0.0,0.0,1.0
3871,0,9.548023,112.4551,1.0,0.0,0.0
6363,0,65.32231,187.4974,1.0,1.0,0.0
5331,0,64.38382,139.983,1.0,0.0,0.0
4612,0,1.921112,159.9875,1.0,1.0,0.0
6059,1,64.20616,112.4551,0.0,0.0,0.0
4744,0,17.88722,179.9656,1.0,0.0,1.0
8337,1,66.02069,124.9607,1.0,0.0,0.0
2339,0,3.199682,162.4713,0.0,1.0,0.0
1454,0,10.11687657,139.934918,0.0,1.0,0.0
3427,0,4.075856,192.4567,1.0,0.0,0.0
5984,1,65.4571,202.6829,1.0,1.0,0.0
9022,1,44.46693,147.4738,1.0,0.0,0.0
2359,0,9.25848,147.5031,1.0,0.0,1.0
5468,0,65.26303,252.624,1.0,0.0,0.0
8576,0,41.09672,172.4742,0.0,1.0,0.0
1112,0,10.30304569,159.965581,1.0,0.0,0.0
9292,0,69.71137,174.991,1.0,0.0,0.0
8770,1,64.14083,144.9607,0.0,0.0,0.0
4865,0,6.431215,187.6094,1.0,0.0,1.0
2747,0,15.80736,210.1518,0.0,0.0,0.0
7864,1,69.05044,104.9629,0.0,0.0,0.0
5417,0,57.77873,164.9715,0.0,1.0,0.0
5068,0,58.75447,190.127,1.0,0.0,0.0
1672,0,3.060553536,152.495236,0.0,0.0,0.0
7734,0,61.4665,127.4601,1.0,0.0,0.0
5437,0,65.44764,114.9838,0.0,0.0,0.0
8340,0,71.68832,182.4538,0.0,0.0,0.0
6214,0,54.03406,127.4738,1.0,0.0,0.0
4424,1,1.970645,139.9349,1.0,0.0,1.0
5599,1,59.60867,182.4676,1.0,0.0,1.0
7709,0,64.36371,134.9509,1.0,0.0,0.0
9640,0,67.26893,149.9378,1.0,0.0,0.0
6742,0,65.66392,172.4871,0.0,1.0,0.0
669,1,3.7013893,102.474625,0.0,0.0,0.0
5227,0,49.67201,127.475,0.0,0.0,0.0
1916,0,4.385448215,172.462354,1.0,0.0,0.0
1219,0,23.32691904,139.987503,1.0,0.0,0.0
703,0,5.759265746,184.967019,0.0,0.0,0.0
6656,0,55.90619,262.6106,0.0,0.0,0.0
9498,0,59.54373,217.4702,0.0,0.0,0.0
3143,0,2.408011,139.965,1.0,0.0,0.0
9347,0,69.1413,127.4958,0.0,0.0,0.0
9481,0,66.82161,222.6609,1.0,0.0,0.0
4224,0,14.91353,174.991,0.0,0.0,0.0
7869,0,58.42671,182.4653,0.0,0.0,0.0
3794,0,2.002856,222.65,0.0,0.0,0.0
407,0,13.46565415,162.452604,1.0,0.0,1.0
6435,0,66.12646,117.5015,1.0,0.0,1.0
2919,0,3.109148,194.9699,1.0,1.0,0.0
4921,0,25.07759,235.1591,1.0,0.0,0.0
8275,0,71.15596,139.965,0.0,0.0,0.0
1627,1,5.810822315,82.496547,0.0,0.0,0.0
7802,1,55.505,149.9598,0.0,1.0,0.0
298,0,18.35541838,139.981577,1.0,0.0,0.0
7985,0,46.076,92.5018,0.0,0.0,0.0
7140,0,69.29186,127.4738,1.0,0.0,1.0
5497,0,49.30275,174.9699,1.0,0.0,0.0
9719,0,66.21339,147.4783,0.0,0.0,0.0
7662,0,66.97927,197.4876,0.0,0.0,0.0
130,0,6.085030507,139.965008,0.0,0.0,0.0
2181,0,6.074592,220.1478,0.0,0.0,0.0
1754,0,7.860641328,242.610632,0.0,0.0,0.0
5019,0,60.46946,104.9643,1.0,0.0,0.0
9657,0,63.48022,197.4702,0.0,0.0,0.0
1392,0,22.56250894,220.114868,1.0,0.0,0.0
3387,0,13.0257,172.4871,0.0,0.0,0.0
6631,0,52.73595,232.6415,0.0,0.0,0.0
9471,0,64.04466,129.9483,1.0,1.0,0.0
2033,0,4.600655,159.965,1.0,0.0,1.0
4428,0,12.44495,235.1591,0.0,0.0,0.0
8445,0,67.75127,124.9935,0.0,0.0,1.0
7729,0,66.63268,184.9853,0.0,1.0,0.0
7940,0,69.27282,210.1051,0.0,0.0,1.0
2941,0,4.273105,147.4893,1.0,0.0,0.0
5158,0,68.76541,242.6326,1.0,0.0,0.0
1021,1,18.39607984,124.960655,1.0,0.0,0.0
5306,1,49.78137,169.9741,1.0,0.0,0.0
7234,0,68.61879,182.49,0.0,0.0,1.0
2300,0,5.111421,172.4555,0.0,0.0,0.0
1363,1,4.55454522,117.487242,1.0,0.0,0.0
5003,0,44.72802,137.4392,0.0,0.0,0.0
5977,0,63.26277,172.4555,1.0,0.0,1.0
8023,0,65.09341,225.1457,1.0,0.0,1.0
9692,0,66.51398,174.991,0.0,0.0,1.0
714,0,3.613513424,112.484375,1.0,0.0,0.0
716,0,16.75922789,275.133571,1.0,0.0,0.0
9982,0,68.52825,185.0077,0.0,1.0,0.0
205,0,17.72593456,240.114868,0.0,1.0,0.0
9338,0,53.54212,137.4698,0.0,0.0,0.0
536,0,5.207179461,159.964152,0.0,0.0,0.0
5094,0,61.57078,225.1457,0.0,1.0,0.0
2840,0,15.33274,232.6228,0.0,0.0,0.0
6567,0,43.76523,242.6281,1.0,0.0,0.0
2789,0,20.32585,139.9979,1.0,0.0,1.0
8427,0,71.02583,220.1149,0.0,1.0,0.0
1637,0,6.955766017,127.460067,1.0,0.0,0.0
3643,0,11.6573,162.4713,1.0,0.0,0.0
8371,0,57.4079,210.1051,1.0,0.0,0.0
3559,0,9.298353,169.9447,1.0,0.0,1.0
5739,0,64.98806,162.4653,1.0,0.0,1.0
3285,0,16.5488,204.961,0.0,0.0,0.0
2146,0,2.301376,225.1457,0.0,0.0,1.0
9142,0,59.84973,277.6375,1.0,0.0,0.0
4482,1,11.17891,92.45514,0.0,0.0,0.0
2322,0,1.397042,149.9483,0.0,0.0,0.0
538,0,10.6312597,129.959755,0.0,0.0,0.0
7123,0,65.15223,137.4978,0.0,0.0,1.0
6803,0,69.86292,162.4538,0.0,0.0,0.0
1029,0,6.339774346,132.466002,0.0,0.0,1.0
8344,0,57.26943,169.9671,1.0,0.0,1.0
9683,0,64.92481,124.9781,1.0,0.0,1.0
9012,0,57.44563,154.9618,0.0,0.0,0.0
6918,0,66.005,147.4421,1.0,0.0,0.0
3631,0,19.49059,235.1555,0.0,1.0,0.0
750,0,20.07541432,147.473844,0.0,0.0,0.0
9908,0,64.34378,149.9845,1.0,0.0,0.0
6036,1,55.08862,149.9447,1.0,0.0,1.0
4157,1,3.850863,114.9658,0.0,0.0,0.0
3664,0,4.561449,182.497,1.0,0.0,0.0
6277,0,69.50311,184.9853,1.0,0.0,0.0
